Manufacturer,Model,Prod. year,Mileage,Category,Leather interior,Fuel type,Engine volume,Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags,Price,isTurbo
HONDA,FIT,2014.0,114950.0,Hatchback,Yes,Hybrid,1.3,4.0,Automatic,Front,Left wheel,Blue,4.0,7464.0,No
FORD,Fusion,2016.0,154850.0,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,Left wheel,Black,12.0,1333.0,No
HYUNDAI,Tucson,2019.0,13000.0,Jeep,Yes,Diesel,1.6,4.0,Automatic,Front,Left wheel,White,4.0,59865.0,No
TOYOTA,Tacoma,2017.0,94262.0,Jeep,Yes,Petrol,2.7,4.0,Automatic,Rear,Left wheel,White,12.0,49237.0,No
HYUNDAI,H1,2018.0,27406.0,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,Left wheel,Yellow,4.0,68223.0,No
NISSAN,Tiida,2006.0,200000.0,Sedan,Yes,CNG,1.8,4.0,Variator,Front,Left wheel,Silver,2.0,7683.0,No
FORD,Fusion,2013.0,85500.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Black,8.0,22266.0,Yes
MERCEDES-BENZ,E 350,2008.0,175614.0,Sedan,Yes,Diesel,3.0,6.0,Automatic,Rear,Left wheel,Black,12.0,2430.0,No
MERCEDES-BENZ,C 300,2015.0,0.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,Rear,Left wheel,Black,12.0,33556.0,No
SSANGYONG,Actyon,2017.0,73000.0,Jeep,Yes,Diesel,1.6,4.0,Automatic,Front,Left wheel,White,4.0,39161.0,No
FORD,Transit,2008.0,180000.0,Microbus,No,Diesel,2.2,4.0,Manual,Front,Left wheel,White,2.0,16308.0,No
TOYOTA,Camry,2009.0,92000.0,Sedan,Yes,Hybrid,2.4,4.0,Tiptronic,Front,Left wheel,Sky blue,8.0,17719.0,No
LEXUS,GX 460,2011.0,160138.0,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Left wheel,White,0.0,43278.0,No
CHEVROLET,Cruze,2017.0,42000.0,Sedan,No,Petrol,1.4,4.0,Tiptronic,Front,Left wheel,Black,12.0,20385.0,Yes
HYUNDAI,Tucson,2019.0,48000.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,White,4.0,49858.0,No
NISSAN,Elgrand,1998.0,230000.0,Minivan,Yes,Diesel,3.2,4.0,Automatic,4x4,Right-hand drive,White,4.0,8781.0,Yes
MERCEDES-BENZ,CLS 500,2006.0,2000.0,Sedan,Yes,Petrol,5.0,8.0,Automatic,Rear,Left wheel,Grey,12.0,21326.0,No
HYUNDAI,Tucson,2017.0,40800.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,White,4.0,51075.0,No
HYUNDAI,Genesis,2011.0,117492.0,Coupe,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Grey,4.0,15241.0,No
FORD,Fusion,2015.0,88795.0,Sedan,Yes,Hybrid,2.0,4.0,Automatic,Front,Left wheel,Black,0.0,2587.0,No
HYUNDAI,H1,2008.0,56769.0,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,Left wheel,Silver,4.0,15524.0,No
MERCEDES-BENZ,C 250,2014.0,70000.0,Sedan,Yes,Petrol,1.8,4.0,Tiptronic,Rear,Left wheel,Beige,8.0,27911.0,Yes
TOYOTA,Camry,2013.0,136861.0,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,Left wheel,Blue,12.0,4861.0,No
MERCEDES-BENZ,S 350,2005.0,263000.0,Sedan,Yes,Petrol,3.5,4.0,Automatic,Rear,Left wheel,Black,0.0,29793.0,No
HYUNDAI,Elantra,2012.0,95665.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Grey,4.0,18208.0,No
OPEL,Zafira,2000.0,130000.0,Goods wagon,No,Petrol,1.8,4.0,Manual,Front,Left wheel,Silver,0.0,6272.0,No
CHEVROLET,Captiva,2007.0,183923.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,4924.0,No
HYUNDAI,H1,2016.0,97129.0,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,Left wheel,Silver,4.0,43576.0,No
MERCEDES-BENZ,C 200,2001.0,140000.0,Sedan,Yes,CNG,2.0,4.0,Manual,Rear,Left wheel,Black,4.0,7840.0,No
TOYOTA,CHR,2018.0,24000.0,Jeep,No,Petrol,2.0,4.0,Automatic,Front,Left wheel,Grey,8.0,28225.0,No
MAZDA,323,1998.0,300000.0,Hatchback,No,Petrol,1.5,4.0,Manual,Front,Left wheel,Silver,2.0,2352.0,No
CHEVROLET,Cruze,2017.0,29094.0,Hatchback,Yes,Petrol,1.4,4.0,Automatic,Front,Left wheel,Grey,0.0,18817.0,No
FORD,Fusion,2015.0,148709.0,Sedan,Yes,Hybrid,2.0,4.0,Automatic,Front,Left wheel,Red,12.0,4861.0,No
LEXUS,RX 450,2010.0,186005.0,Jeep,Yes,Hybrid,3.5,6.0,Automatic,4x4,Left wheel,Silver,12.0,13172.0,No
TOYOTA,Camry,2015.0,35000.0,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,Left wheel,Grey,10.0,39201.0,No
HYUNDAI,Elantra,2018.0,35643.0,Sedan,Yes,LPG,1.6,4.0,Automatic,Front,Left wheel,White,4.0,36426.0,No
HONDA,Civic,2006.0,250000.0,Hatchback,No,Petrol,1.8,4.0,Manual,Front,Right-hand drive,Grey,4.0,8467.0,No
MERCEDES-BENZ,CLK 320,2000.0,255000.0,Coupe,Yes,Petrol,3.2,6.0,Tiptronic,Rear,Left wheel,Silver,4.0,7840.0,No
HONDA,Cr-v,2015.0,117158.0,Jeep,Yes,Petrol,2.4,4.0,Automatic,Front,Left wheel,White,12.0,12701.0,No
SUBARU,Forester,2012.0,281659.0,Jeep,Yes,Petrol,2.5,4.0,Automatic,4x4,Left wheel,Blue,0.0,8154.0,No
TOYOTA,Avalon,2015.0,63645.0,Sedan,Yes,Hybrid,2.5,4.0,Tiptronic,Front,Left wheel,White,12.0,46414.0,No
HYUNDAI,Elantra,2013.0,77000.0,Coupe,No,Petrol,1.8,6.0,Manual,Front,Left wheel,Beige,0.0,12231.0,No
TOYOTA,Prius,2007.0,140000.0,Hatchback,Yes,Hybrid,1.5,4.0,Variator,Front,Left wheel,Green,12.0,5802.0,No
HYUNDAI,Sonata,2018.0,45494.0,Sedan,Yes,Petrol,2.4,4.0,Automatic,Front,Left wheel,White,12.0,2901.0,No
TOYOTA,Prius,2017.0,47672.0,Sedan,Yes,Hybrid,1.8,4.0,Automatic,Front,Left wheel,White,12.0,1882.0,No
NISSAN,Pathfinder,2010.0,109100.0,Sedan,No,Petrol,4.0,12.0,Automatic,4x4,Left wheel,Blue,12.0,22894.0,No
HONDA,FIT,2013.0,145000.0,Sedan,No,Hybrid,1.3,4.0,Automatic,Front,Right-hand drive,Silver,8.0,11290.0,No
BMW,318,1997.0,270000.0,Sedan,No,LPG,1.8,4.0,Manual,Rear,Left wheel,Green,2.0,6586.0,No
TOYOTA,Camry,2006.0,188800.0,Sedan,Yes,Hybrid,2.4,4.0,Variator,Front,Left wheel,Grey,8.0,14426.0,No
MITSUBISHI,Outlander,2016.0,39000.0,Jeep,Yes,Petrol,2.4,4.0,Variator,Front,Left wheel,Silver,12.0,36065.0,No
TOYOTA,Camry SE,2014.0,52000.0,Sedan,Yes,Petrol,2.5,4.0,Tiptronic,Front,Left wheel,Black,12.0,27284.0,No
SUBARU,Forester,2016.0,34000.0,Jeep,No,Petrol,2.5,4.0,Variator,4x4,Left wheel,White,7.0,21639.0,No
HYUNDAI,I30,2009.0,140000.0,Hatchback,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Silver,4.0,7840.0,No
MERCEDES-BENZ,E 200,1998.0,180003.0,Sedan,No,CNG,2.0,4.0,Manual,Rear,Left wheel,Black,4.0,7840.0,No
MERCEDES-BENZ,GLE 350,2016.0,59099.0,Jeep,Yes,Petrol,3.0,6.0,Automatic,4x4,Left wheel,White,0.0,1646.0,No
HYUNDAI,Tucson,2013.0,124000.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,24198.0,No
HONDA,FIT,2013.0,34682.0,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,Left wheel,Grey,4.0,25365.0,No
CHEVROLET,Malibu,2014.0,310061.0,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,Left wheel,Blue,12.0,1725.0,No
TOYOTA,Prius,2012.0,22400.0,Sedan,No,Hybrid,1.8,4.0,Automatic,Front,Left wheel,White,8.0,17249.0,No
HYUNDAI,Sonata,2014.0,62000.0,Sedan,Yes,Petrol,2.0,4.0,Tiptronic,Front,Left wheel,White,12.0,31361.0,Yes
HYUNDAI,Elantra,2007.0,54279.0,Sedan,Yes,Diesel,1.6,4.0,Automatic,Front,Left wheel,Silver,4.0,4704.0,No
CHEVROLET,Cruze,2011.0,135759.0,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Left wheel,Grey,4.0,12720.0,No
HYUNDAI,Tucson,2013.0,120534.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,26372.0,No
BMW,X5,2003.0,189000.0,Jeep,Yes,LPG,3.0,6.0,Tiptronic,4x4,Right-hand drive,Black,10.0,13485.0,No
HYUNDAI,Elantra,2014.0,140000.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,White,4.0,25591.0,No
MERCEDES-BENZ,C 300,2010.0,108517.0,Sedan,Yes,Petrol,3.0,6.0,Automatic,4x4,Left wheel,White,12.0,6429.0,No
LEXUS,GX 460,2010.0,155821.0,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Left wheel,Black,0.0,39829.0,No
MERCEDES-BENZ,E 350,2011.0,325811.0,Sedan,Yes,Diesel,5.5,8.0,Automatic,4x4,Left wheel,Black,12.0,13172.0,No
DAEWOO,Lacetti,2009.0,130000.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Black,4.0,8097.0,No
BMW,X5,2012.0,420794.0,Jeep,Yes,Diesel,3.0,6.0,Automatic,4x4,Left wheel,Black,12.0,12388.0,No
HYUNDAI,Sonata,2012.0,280480.0,Sedan,No,Hybrid,2.0,4.0,Automatic,Front,Left wheel,Silver,9.0,18503.0,No
HONDA,Insight,2010.0,150000.0,Sedan,No,Hybrid,1.3,4.0,Variator,Front,Left wheel,Black,12.0,12231.0,No
HYUNDAI,H1,2011.0,237853.0,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,Left wheel,Silver,4.0,17054.0,No
HONDA,Stream,2001.0,111000.0,Universal,No,Petrol,2.0,4.0,Automatic,Front,Right-hand drive,Black,6.0,5300.0,No
HYUNDAI,Sonata,2015.0,42000.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Orange,4.0,9565.0,No
CHEVROLET,Malibu,2015.0,60618.0,Sedan,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Black,4.0,24302.0,No
TOYOTA,Camry,2009.0,230400.0,Sedan,Yes,Petrol,2.4,4.0,Automatic,Front,Left wheel,Silver,12.0,18817.0,No
NISSAN,Altima,2014.0,127918.0,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,Left wheel,Red,12.0,1960.0,No
HYUNDAI,Sonata,2016.0,77000.0,Sedan,No,Petrol,2.4,4.0,Tiptronic,Front,Left wheel,Silver,10.0,17249.0,No
HYUNDAI,Sonata,2016.0,280016.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,15530.0,No
HYUNDAI,Sonata,2016.0,270874.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,11290.0,No
TOYOTA,Prius,2013.0,118000.0,Hatchback,No,Hybrid,1.8,4.0,Automatic,Front,Left wheel,Sky blue,12.0,24148.0,No
HYUNDAI,Sonata,2014.0,362868.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,10036.0,No
HYUNDAI,Elantra,2015.0,85000.0,Sedan,No,Petrol,1.8,4.0,Tiptronic,Front,Left wheel,Black,12.0,18817.0,No
LEXUS,CT 200h,2014.0,132563.0,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,Left wheel,Red,0.0,10349.0,No
HYUNDAI,Sonata,2015.0,391625.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Orange,4.0,9252.0,No
HYUNDAI,Tucson,2018.0,38577.0,Jeep,Yes,Diesel,1.7,4.0,Automatic,Front,Left wheel,Black,4.0,55823.0,No
TOYOTA,Camry,2013.0,132800.0,Sedan,Yes,Petrol,2.5,6.0,Tiptronic,Rear,Left wheel,Blue,12.0,25089.0,No
HYUNDAI,H1,2011.0,52686.0,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,Left wheel,Silver,4.0,18669.0,No
FORD,Transit,2001.0,253206.0,Microbus,No,Diesel,2.4,4.0,Manual,Rear,Left wheel,White,2.0,15053.0,No
HONDA,FIT,2014.0,76525.0,Hatchback,Yes,Hybrid,1.5,4.0,Automatic,Front,Left wheel,Blue,4.0,10660.0,No
HYUNDAI,Tucson,2016.0,80000.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,37000.0,No
SSANGYONG,REXTON,2011.0,186412.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,18826.0,No
MERCEDES-BENZ,E 350,2011.0,230696.0,Sedan,Yes,Diesel,3.5,6.0,Automatic,4x4,Left wheel,Black,12.0,14583.0,No
MERCEDES-BENZ,Vito,2007.0,285000.0,Minivan,No,Diesel,2.2,4.0,Manual,Rear,Left wheel,Red,4.0,21012.0,Yes
SSANGYONG,Actyon,2010.0,120000.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,18826.0,No
HYUNDAI,Tucson,2011.0,142000.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,White,4.0,22649.0,No
HYUNDAI,H1,2011.0,42415.0,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,Left wheel,White,4.0,16590.0,No
TOYOTA,Camry,2014.0,51000.0,Sedan,No,Hybrid,2.5,4.0,Automatic,Front,Left wheel,Grey,12.0,31988.0,No
DAEWOO,Lacetti,2009.0,19999.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Grey,4.0,8624.0,No
TOYOTA,Camry,2015.0,89000.0,Sedan,No,Hybrid,2.5,4.0,Variator,Front,Left wheel,Silver,0.0,21012.0,No
HONDA,FIT,2014.0,114000.0,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,Right-hand drive,White,8.0,10663.0,No
VOLKSWAGEN,GTI,2006.0,161000.0,Hatchback,No,Petrol,2.0,4.0,Manual,Front,Left wheel,Black,8.0,13485.0,Yes
MITSUBISHI,Colt,2003.0,241589.0,Hatchback,No,Petrol,1.3,4.0,Variator,Front,Right-hand drive,Sky blue,5.0,5331.0,No
OPEL,Zafira,2000.0,260000.0,Minivan,No,Petrol,1.8,4.0,Manual,Front,Left wheel,Silver,6.0,7370.0,No
FORD,Transit,2003.0,195000.0,Microbus,Yes,Diesel,2.0,6.0,Manual,Front,Left wheel,Yellow,4.0,11900.0,Yes
VOLKSWAGEN,Jetta,2015.0,55000.0,Sedan,Yes,Petrol,1.8,4.0,Tiptronic,Front,Left wheel,Black,10.0,17249.0,Yes
FORD,C-MAX,2013.0,120000.0,Hatchback,Yes,Hybrid,2.0,4.0,Tiptronic,Front,Right-hand drive,Silver,10.0,17876.0,No
HONDA,FIT,2010.0,157000.0,Hatchback,No,Hybrid,1.3,4.0,Tiptronic,Front,Right-hand drive,White,2.0,11604.0,No
BMW,750,2005.0,240000.0,Sedan,Yes,Petrol,4.8,8.0,Tiptronic,Rear,Left wheel,Black,12.0,13799.0,No
LEXUS,RX 400,2008.0,244731.0,Jeep,Yes,Hybrid,3.5,6.0,Automatic,Front,Left wheel,Black,12.0,7997.0,No
MERCEDES-BENZ,E 250,1995.0,410918.0,Sedan,No,Diesel,2.5,2.0,Manual,Front,Left wheel,White,2.0,7840.0,No
VOLKSWAGEN,Jetta,2011.0,156800.0,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,Left wheel,Blue,12.0,14113.0,No
HONDA,FIT,2011.0,188000.0,Hatchback,No,Hybrid,1.3,4.0,Automatic,Front,Right-hand drive,Blue,8.0,11917.0,No
HYUNDAI,Sonata,2013.0,162558.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Black,4.0,12777.0,No
TOYOTA,Prius C,2013.0,130000.0,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,Left wheel,Red,12.0,18817.0,No
TOYOTA,Camry,2012.0,83000.0,Sedan,Yes,Hybrid,2.5,4.0,Variator,Front,Left wheel,Silver,10.0,23521.0,No
AUDI,Q5,2010.0,150400.0,Jeep,Yes,Petrol,3.2,6.0,Tiptronic,4x4,Left wheel,Grey,7.0,22580.0,No
TOYOTA,Prius,2011.0,284678.0,Hatchback,No,Hybrid,1.8,4.0,Automatic,Front,Left wheel,Silver,12.0,12544.0,No
CHEVROLET,Cruze,2014.0,121000.0,Sedan,No,Petrol,1.4,4.0,Tiptronic,Front,Left wheel,Green,10.0,9722.0,Yes
HYUNDAI,Sonata,2011.0,224349.0,Sedan,Yes,Hybrid,2.4,4.0,Automatic,Front,Left wheel,Grey,0.0,3450.0,No
TOYOTA,Prius,2014.0,263392.0,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,Left wheel,Red,12.0,1882.0,No
FORD,Transit,2007.0,280000.0,Microbus,No,Diesel,2.2,4.0,Manual,Front,Left wheel,White,2.0,15991.0,Yes
TOYOTA,Camry,2014.0,179381.0,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,Left wheel,Black,12.0,11133.0,No
MERCEDES-BENZ,E 350,2012.0,133000.0,Sedan,Yes,Petrol,3.5,6.0,Automatic,Rear,Left wheel,Black,12.0,34184.0,No
CHEVROLET,Cruze,2018.0,25304.0,Sedan,No,Petrol,1.4,4.0,Automatic,Front,Left wheel,Brown,8.0,21169.0,Yes
CHEVROLET,Captiva,2008.0,71486.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Black,4.0,7495.0,No
LEXUS,CT 200h,2011.0,95590.0,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,Left wheel,White,12.0,4861.0,No
HYUNDAI,Sonata,2015.0,72369.0,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,13485.0,No
LEXUS,GX 460,2016.0,155976.0,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Left wheel,White,0.0,81539.0,No
HYUNDAI,Elantra,2012.0,147718.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Silver,4.0,20005.0,No
SUBARU,Outback,2003.0,1000.0,Goods wagon,No,Petrol,2.5,6.0,Tiptronic,4x4,Right-hand drive,Blue,6.0,3000.0,No
TOYOTA,Camry,2007.0,200000.0,Sedan,No,Hybrid,2.4,4.0,Variator,Front,Left wheel,Grey,12.0,11917.0,No
MERCEDES-BENZ,E 200,1998.0,180003.0,Sedan,No,CNG,2.0,4.0,Manual,Rear,Left wheel,Black,4.0,7840.0,No
CHEVROLET,Lacetti,2010.0,152293.0,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Left wheel,Grey,4.0,12570.0,No
LINCOLN,Navigator,2004.0,464000.0,Jeep,Yes,LPG,5.4,8.0,Automatic,4x4,Left wheel,Grey,6.0,17249.0,No
BMW,325,1988.0,455680.0,Sedan,No,Diesel,2.4,6.0,Manual,Rear,Left wheel,Blue,4.0,2800.0,No
MERCEDES-BENZ,C 180,1997.0,0.0,Sedan,No,CNG,1.8,4.0,Manual,Front,Left wheel,Black,4.0,6899.0,No
TOYOTA,Aqua,2015.0,137350.0,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,Left wheel,Silver,4.0,14009.0,No
MERCEDES-BENZ,GLA 250,2016.0,109555.0,Jeep,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,White,0.0,8311.0,No
TOYOTA,Corolla,2014.0,40000.0,Sedan,No,Petrol,1.8,4.0,Automatic,Front,Left wheel,Green,16.0,23521.0,No
HYUNDAI,Elantra,2017.0,32510.0,Sedan,Yes,LPG,1.6,4.0,Automatic,Front,Left wheel,Blue,4.0,21730.0,No
HYUNDAI,H1,2019.0,25541.0,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,Left wheel,Black,4.0,80911.0,No
HYUNDAI,Genesis,2011.0,153651.0,Coupe,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Red,4.0,19369.0,No
HYUNDAI,Tucson,2012.0,160000.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Grey,4.0,25299.0,No
CHEVROLET,Cruze,2018.0,28515.0,Sedan,Yes,Diesel,1.6,4.0,Automatic,Front,Left wheel,Grey,12.0,7213.0,No
CHEVROLET,Aveo,2012.0,94923.0,Hatchback,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Black,4.0,6899.0,No
BMW,X6,2011.0,147677.0,Jeep,Yes,Petrol,4.4,8.0,Automatic,4x4,Left wheel,Red,12.0,8154.0,No
TOYOTA,Prius,2011.0,160000.0,Sedan,Yes,Hybrid,1.8,4.0,Tiptronic,Front,Left wheel,Silver,12.0,18817.0,No
HYUNDAI,Tucson,2019.0,1217.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Blue,4.0,61499.0,No
TOYOTA,Prius,2010.0,256000.0,Sedan,No,Hybrid,1.8,6.0,Automatic,Front,Left wheel,White,1.0,17249.0,No
TOYOTA,Aqua S,2013.0,137000.0,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,Right-hand drive,Silver,6.0,9879.0,No
TOYOTA,Prius,2011.0,141000.0,Hatchback,No,Hybrid,1.8,4.0,Automatic,Front,Left wheel,Grey,6.0,17249.0,No
HYUNDAI,Sonata,2017.0,58414.0,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,51225.0,No
HYUNDAI,Santa FE,2015.0,93555.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,White,4.0,49798.0,No
HYUNDAI,Elantra,2013.0,64800.0,Sedan,Yes,Petrol,1.8,4.0,Tiptronic,Front,Left wheel,Black,12.0,17249.0,No
FORD,Escape,2014.0,127000.0,Jeep,Yes,Petrol,2.0,4.0,Tiptronic,4x4,Left wheel,Silver,8.0,29166.0,Yes
LEXUS,NX 200,2017.0,35000.0,Jeep,Yes,Petrol,2.0,4.0,Tiptronic,Front,Left wheel,Beige,12.0,79971.0,Yes
OPEL,Astra,2006.0,27000.0,Goods wagon,No,Diesel,1.3,16.0,Manual,Front,Left wheel,Black,8.0,11604.0,Yes
RENAULT,Laguna,1995.0,32000.0,Sedan,No,Petrol,2.0,4.0,Manual,Front,Left wheel,Blue,0.0,2500.0,No
HONDA,Insight,2014.0,149970.0,Hatchback,Yes,Hybrid,1.3,4.0,Automatic,Front,Left wheel,Grey,0.0,2274.0,No
VOLKSWAGEN,Jetta,2015.0,102400.0,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Left wheel,Silver,8.0,19444.0,Yes
MERCEDES-BENZ,GLE 350,2017.0,39814.0,Jeep,Yes,Petrol,3.5,6.0,Automatic,Rear,Left wheel,Black,0.0,43592.0,No
TOYOTA,Prius,2009.0,174000.0,Hatchback,No,Hybrid,1.8,4.0,Variator,Front,Left wheel,Blue,8.0,15367.0,No
TOYOTA,Highlander,2013.0,125605.0,Jeep,Yes,Petrol,3.5,6.0,Automatic,4x4,Left wheel,Black,12.0,4861.0,No
CHEVROLET,Orlando,2012.0,228570.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Grey,4.0,13564.0,No
FORD,C-MAX,2012.0,128205.0,Hatchback,No,Hybrid,2.0,4.0,Automatic,Front,Left wheel,Silver,10.0,17876.0,No
MERCEDES-BENZ,C 240,2002.0,2000.0,Sedan,Yes,Petrol,2.4,6.0,Tiptronic,Rear,Left wheel,Black,12.0,10349.0,No
SUBARU,Legacy,2008.0,138000.0,Sedan,No,Petrol,3.0,6.0,Tiptronic,4x4,Left wheel,Black,8.0,15000.0,No
MERCEDES-BENZ,E 320,2004.0,205500.0,Sedan,Yes,Petrol,3.2,6.0,Tiptronic,Rear,Right-hand drive,Silver,8.0,12544.0,No
BMW,318,1996.0,1000.0,Sedan,No,Petrol,1.8,4.0,Manual,Rear,Left wheel,Grey,2.0,5600.0,No
BMW,X5,2012.0,229966.0,Jeep,Yes,Diesel,3.0,6.0,Automatic,4x4,Left wheel,Black,0.0,14583.0,No
HYUNDAI,H1,2017.0,137000.0,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,Left wheel,White,4.0,36827.0,No
TOYOTA,Highlander,2011.0,368064.0,Sedan,Yes,Hybrid,3.5,6.0,Automatic,4x4,Left wheel,Grey,12.0,21639.0,No
NISSAN,Elgrand,2003.0,155000.0,Minivan,No,LPG,3.5,6.0,Tiptronic,4x4,Right-hand drive,Golden,4.0,14113.0,No
SSANGYONG,Actyon,2016.0,59272.0,Jeep,Yes,Diesel,1.6,4.0,Automatic,Front,Left wheel,White,4.0,40340.0,No
HONDA,FIT,2012.0,216000.0,Hatchback,No,Petrol,1.5,4.0,Tiptronic,Front,Left wheel,Grey,12.0,10976.0,No
MERCEDES-BENZ,C 300,2012.0,86000.0,Sedan,Yes,Petrol,3.0,6.0,Tiptronic,4x4,Left wheel,White,12.0,25089.0,No
HYUNDAI,Santa FE,2011.0,143166.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Grey,4.0,18688.0,No
LEXUS,GX 470,2015.0,273493.0,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Left wheel,Silver,0.0,69935.0,No
HYUNDAI,Elantra,2015.0,68243.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,Silver,4.0,28830.0,No
LEXUS,GX 470,2006.0,180000.0,Jeep,Yes,CNG,4.7,8.0,Automatic,4x4,Left wheel,Black,0.0,42337.0,No
FORD,Transit,2012.0,141000.0,Microbus,No,Diesel,2.2,4.0,Manual,Front,Left wheel,White,2.0,23834.0,Yes
MERCEDES-BENZ,E 350,2011.0,119379.0,Sedan,Yes,Diesel,3.5,6.0,Automatic,4x4,Left wheel,Silver,12.0,16621.0,No
FORD,C-MAX,2014.0,272000.0,Hatchback,No,Hybrid,2.0,4.0,Automatic,Front,Left wheel,Grey,4.0,16000.0,No
HYUNDAI,Elantra,2013.0,31691.0,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Left wheel,White,4.0,11917.0,No
MERCEDES-BENZ,E 240,1998.0,0.0,Sedan,Yes,CNG,2.4,4.0,Automatic,Rear,Right-hand drive,Black,2.0,5175.0,No
FORD,Taurus,2014.0,290000.0,Sedan,Yes,LPG,3.7,6.0,Automatic,4x4,Left wheel,Grey,8.0,15367.0,No
HYUNDAI,Veloster,2011.0,73600.0,Hatchback,No,Petrol,1.6,4.0,Manual,Front,Left wheel,Carnelian red,6.0,15994.0,No
CHEVROLET,Orlando,2012.0,79749.0,Jeep,Yes,Diesel,2.0,4.0,Automatic,Front,Left wheel,Silver,4.0,11917.0,No
TOYOTA,Camry,2018.0,35058.0,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,Left wheel,White,12.0,18817.0,No
